source,split,image,image_path,caption,category,caption_length
UCM,train,UCM_1843.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1843.jpg,This is a sparse residential area with two houses surrounded by lawn .,urban,13
NWPU,train,NWPU_24583.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24583.jpg,There is a building beside the ship .,urban,8
UCM,train,UCM_1026.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1026.jpg,Lots of boats docked in lines at the harbor and just a few positions are free .,water,17
RSICD,train,RSICD_6409.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6409.jpg,a pond is between a piece of green meadow and yellow bare land.,vegetation,13
NWPU,train,NWPU_13466.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13466.jpg,Some islands with some vegetation are surrounded by light blue waters .,vegetation,12
NWPU,train,NWPU_29235.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29235.jpg,There is a path between the terraces leading to a building .,urban,12
NWPU,train,NWPU_31046.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31046.jpg,Four airplanes were on the airport beside the building .,urban,10
NWPU,train,NWPU_321.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_321.jpg,This airport has two parallel runways .,airport,7
NWPU,train,NWPU_11981.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11981.jpg,"There are factories and roads in an industrial area, And some open-air materials .",infrastructure,14
RSICD,train,RSICD_3296.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3296.jpg,several pieces of farmlands are near several bare land.,landscape,9
RSICD,train,RSICD_9704.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9704.jpg,some buildings and many green meadows are near a viaduct .,vegetation,11
RSICD,train,RSICD_7378.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7378.jpg,a resort with buildings and green trees is near a beach .,vegetation,12
RSICD,train,RSICD_1855.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1855.jpg,here is a large round gymnasium in the middle of the land .,landscape,13
RSICD,train,RSICD_9225.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9225.jpg,a black land with some tanks surrounded by some pipe .,landscape,11
RSICD,train,RSICD_3735.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3735.jpg,many green trees are in a piece of forest .,vegetation,10
UCM,train,UCM_1306.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1306.jpg,Lots of mobile homes arranged in lines in the mobile home park and some roads go through this area .,vegetation,20
NWPU,train,NWPU_16821.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16821.jpg,The mountain is uneven and rough .,landscape,7
UCM,train,UCM_335.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_335.jpg,Waves slapping a white sand beach throw up white foam .,water,11
NWPU,train,NWPU_18301.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18301.jpg,The palace is on the grass next to some trees .,vegetation,11
RSICD,train,RSICD_8408.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8408.jpg,a building with two cars next to it is surrounded by some sparse green trees .,vegetation,16
RSICD,train,RSICD_2245.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2245.jpg,some buildings and green trees are in a commercial area .,vegetation,11
RSICD,train,RSICD_10520.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10520.jpg,a playground with three basketball fields in it is surrounded by some green trees and buildings .,vegetation,17
UCM,train,UCM_57.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_57.jpg,It is a piece of farmland .,unknown,7
UCM,train,UCM_2056.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_2056.jpg,There are two tennis courts arranged neatly with a road and some plants beside .,transportation,15
NWPU,train,NWPU_23237.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23237.jpg,There are brown bare land beside the runway .,landscape,9
RSICD,train,RSICD_1922.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1922.jpg,a road with many cars are near a church .,transportation,10
UCM,train,UCM_1736.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1736.jpg,There are some mark lines on the straight runway .,airport,10
RSICD,train,RSICD_7798.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7798.jpg,many green trees are in two sides of a curved river .,vegetation,12
UCM,train,UCM_956.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_956.jpg,A part of a golf course with turfs and some bunkers and trees .,unknown,14
UCM,train,UCM_1715.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1715.jpg,A straight runway with some mark lines on it .,airport,10
UCM,train,UCM_1359.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1359.jpg,Many mobile homes are closed to each other in the mobile home park .,vegetation,14
RSICD,train,RSICD_2347.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2347.jpg,many buildings and some green trees are in a commercial area .,vegetation,12
RSICD,train,RSICD_2605.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2605.jpg,many buildings and green trees are in a dense residential area .,vegetation,12
NWPU,train,NWPU_25532.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_25532.jpg,The snowberg is covered with glaciers and vegetation and the snowberg also is partly exposed .,vegetation,16
NWPU,train,NWPU_2870.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2870.jpg,Many trees are under the bridge .,transportation,7
NWPU,train,NWPU_316.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_316.jpg,There are many buildings of different sizes and shapes at the airport .,airport,13
UCM,train,UCM_407.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_407.jpg,A road next to the buildings .,transportation,7
RSICD,train,RSICD_1997.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1997.jpg,a church and several green trees are near a road .,vegetation,11
NWPU,train,NWPU_2802.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2802.jpg,There is a bridge over the river with some roads beside .,transportation,12
RSICD,train,RSICD_269.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_269.jpg,a large lawn was planted around the airport .,airport,9
RSICD,train,RSICD_9860.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9860.jpg,some sparsely distributed green trees are near a viaduct .,vegetation,10
RSICD,train,RSICD_9824.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9824.jpg,many buildings and green trees are near a complicated viaduct .,vegetation,11
RSICD,train,RSICD_4667.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4667.jpg,six buildings and many green trees are in a medium residential area .,vegetation,13
RSICD,train,RSICD_5607.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5607.jpg,a trapezoid parking lot which is at the corner of the road includes white and black cars,transportation,17
NWPU,train,NWPU_29449.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29449.jpg,There are some buildings and four chimneys on the thermal power station .,infrastructure,13
NWPU,train,NWPU_1421.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1421.jpg,The basketball court is surrounded by grass .,vegetation,8
RSICD,train,RSICD_579.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_579.jpg,this piece of bare land next to an ocean .,landscape,10
RSICD,train,RSICD_7743.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7743.jpg,many green trees are in two sides of a curved yellow river with a branch .,vegetation,16
UCM,train,UCM_1827.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1827.jpg,This is a sparse residential area with a villa surrounded by trees and lawn .,urban,15
UCM,train,UCM_439.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_439.jpg,Some buildings with orange roofs .,unknown,6
NWPU,train,NWPU_13474.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13474.jpg,The water around the island is blue .,water,8
RSICD,train,RSICD_10160.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10160.jpg,a playground and several basketball fields are surrounded by many green trees and houses .,vegetation,15
NWPU,train,NWPU_30135.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30135.jpg,There are many water areas and some bare land on the wetland .,landscape,13
UCM,train,UCM_473.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_473.jpg,A triangular building with sky blue roofs .,urban,8
RSICD,train,RSICD_39.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_39.jpg,some planes are in an airport near green meadows .,vegetation,10
NWPU,train,NWPU_11201.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11201.jpg,There are many white boats at the harbor .,water,9
NWPU,train,NWPU_23257.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23257.jpg,"There is a green lawn next to the runway, And there are white dashes on the runway .",vegetation,18
RSICD,train,RSICD_7774.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7774.jpg,many green trees and meadows with two ponds are in two sides of a river .,vegetation,16
NWPU,train,NWPU_29619.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29619.jpg,There are some buildings and two chimneys on the thermal power station .,infrastructure,13
NWPU,train,NWPU_30504.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30504.jpg,"The wetland consists of bare land, Green plants, Dry plants and water .",vegetation,13
RSICD,train,RSICD_10037.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10037.jpg,a playground is surrounded by many green trees and buildings,vegetation,10
RSICD,train,RSICD_3585.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3585.jpg,many green trees are in a forest .,vegetation,8
NWPU,train,NWPU_27497.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27497.jpg,There are several white storage tanks on green lawns .,vegetation,10
UCM,train,UCM_345.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_345.jpg,Waves slapping a white sand beach throw up white foams .,water,11
NWPU,train,NWPU_29626.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29626.jpg,There is a row of white buildings next to the thermal power station .,infrastructure,14
RSICD,train,RSICD_527.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_527.jpg,it is a piece of khaki bare land.,landscape,8
UCM,train,UCM_1818.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1818.jpg,Two houses with grey roofs are in the sparse residential area .,urban,12
NWPU,train,NWPU_16120.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16120.jpg,The mobile home park is on the grass next to some trees .,vegetation,13
RSICD,train,RSICD_7684.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7684.jpg,many sparse green trees are in two sides of a curved river .,vegetation,13
UCM,train,UCM_1661.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1661.jpg,A river with a road on one bank and some houses on the other side .,transportation,16
RSICD,train,RSICD_1049.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1049.jpg,this beach sits alongside the road .,transportation,7
RSICD,train,RSICD_42.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_42.jpg,some planes are parked in an airport surrounded by green meadows and some trees .,vegetation,15
RSICD,train,RSICD_7502.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7502.jpg,some buildings with a swimming pool and green trees are near a beach in a resort .,vegetation,17
RSICD,train,RSICD_2923.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2923.jpg,it is a large piece of yellow desert .,landscape,9
RSICD,train,RSICD_10276.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10276.jpg,a bridge pass on a black river .,transportation,8
NWPU,train,NWPU_19808.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_19808.jpg,The railway is next to some trees and grass .,vegetation,10
NWPU,train,NWPU_24073.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24073.jpg,Sea ice is surrounded by water .,water,7
NWPU,train,NWPU_16514.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16514.jpg,There are some buildings on green lawns on the mobile home park .,vegetation,13
NWPU,train,NWPU_29674.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29674.jpg,There is a thermal power station and a house in the open space by the road .,urban,17
RSICD,train,RSICD_2765.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2765.jpg,the residential buildings on both sides of the road are neatly arranged .,urban,13
RSICD,train,RSICD_1547.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1547.jpg,there is a long bridge over the river .,transportation,9
NWPU,train,NWPU_22622.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22622.jpg,The roundabout is on the bare land next to trees .,landscape,11
RSICD,train,RSICD_7513.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7513.jpg,there's a lot of fun on the beach .,water,9
RSICD,train,RSICD_4839.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4839.jpg,it is a large piece of mountain with white snow mostly .,landscape,12
RSICD,train,RSICD_3495.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3495.jpg,some houses were built around the green fields .,vegetation,9
UCM,train,UCM_1244.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1244.jpg,A medium residential area with a road goes through this area .,urban,12
NWPU,train,NWPU_28893.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28893.jpg,The bare and green terrace is next to some trees .,vegetation,11
NWPU,train,NWPU_11027.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11027.jpg,The ground track field is surrounded by some lawns .,vegetation,10
UCM,train,UCM_265.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_265.jpg,This is a old baseball diamond .,unknown,7
RSICD,train,RSICD_4431.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4431.jpg,there is a broad road next to the ranch .,transportation,10
RSICD,train,RSICD_1536.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1536.jpg,a bridge connects the two sides of the river .,transportation,10
RSICD,train,RSICD_574.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_574.jpg,it is a piece of khaki bare land.,landscape,8
NWPU,train,NWPU_8015.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8015.jpg,The desert is on the hill full of black sand .,landscape,11
RSICD,train,RSICD_4676.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4676.jpg,"many residential houses are on the lawn, like straight line,like ring .",urban,12
RSICD,train,RSICD_3086.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3086.jpg,a large ripple is in a piece of yellow desert .,landscape,11
NWPU,train,NWPU_17814.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_17814.jpg,The overpass is on the grass next to some houses .,vegetation,11
RSICD,train,RSICD_1172.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1172.jpg,there are many people here on the beach .,water,9
RSICD,train,RSICD_765.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_765.jpg,a baseball field is near some green trees .,vegetation,9
NWPU,train,NWPU_18616.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18616.jpg,The palace is between some buildings and the river .,water,10
NWPU,train,NWPU_14823.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14823.jpg,This meadow with evenly distributed grasses is surrounded by some trees and a road .,transportation,15
UCM,train,UCM_1017.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1017.jpg,Many boats docked in lines at the harbor and the water is deep blue .,water,15
NWPU,train,NWPU_12371.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12371.jpg,The industrial area has lots of strip orange workshops and some blue workshops and a grove of trees is next to the industrial area .,infrastructure,25
RSICD,train,RSICD_9406.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9406.jpg,some white storage tanks are in a factory near a river .,water,12
NWPU,train,NWPU_16296.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16296.jpg,The mobile home park is on the grass next to the road .,vegetation,13
NWPU,train,NWPU_24138.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24138.jpg,A lot of small pieces of sea ice float in the deep blue sea .,water,15
UCM,train,UCM_1453.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1453.jpg,A road go across another roads with lawn surounded .,transportation,10
UCM,train,UCM_1732.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1732.jpg,There are some mark lines on the straight runway .,airport,10
NWPU,train,NWPU_9186.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9186.jpg,The freeway is surrounded by a large green forest with many cars on the freeway .,vegetation,16
NWPU,train,NWPU_28130.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28130.jpg,There are some green trees near the tennis courts .,vegetation,10
NWPU,train,NWPU_6768.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_6768.jpg,The commercial area is near the road with many cars .,transportation,11
NWPU,train,NWPU_21375.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21375.jpg,There are some deep green and bare rectangular farmland .,vegetation,10
UCM,train,UCM_320.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_320.jpg,Waves are slapping a white sand beach and some plants on the beach .,water,14
NWPU,train,NWPU_26155.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26155.jpg,The road is lined with lush woods  There is a house in the middle of the woods .,urban,18
NWPU,train,NWPU_18405.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18405.jpg,The palace is on the grass surrounded by buildings .,vegetation,10
NWPU,train,NWPU_15673.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15673.jpg,Many buildings of different shapes are in medium residential area .,urban,11
UCM,train,UCM_1423.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1423.jpg,An overpass with a road go across another two roads diagonally .,transportation,12
UCM,train,UCM_634.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_634.jpg,There are lots of houses with grey roofs arranged neatly and a road goes through them .,transportation,17
NWPU,train,NWPU_3106.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3106.jpg,A bridge is over the river between the bare land .,landscape,11
RSICD,train,RSICD_4342.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4342.jpg,several green trees are scattered in a piece of green meadow .,vegetation,12
RSICD,train,RSICD_4622.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4622.jpg,many buildings and green trees are near a curved road .,vegetation,11
NWPU,train,NWPU_21192.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21192.jpg,There are some deep green rectangular farmland .,vegetation,8
UCM,train,UCM_1407.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1407.jpg,A road go across another two roads diagonally with some cars on the roads .,transportation,15
RSICD,train,RSICD_9361.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9361.jpg,"there are buildings, piping path and land .",landscape,8
NWPU,train,NWPU_29595.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29595.jpg,"In the thermal power station, there are neatly planned factories, A cooling tower with steam, A chimney with smoke .",infrastructure,20
RSICD,train,RSICD_8638.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8638.jpg,many buildings are around a circle square .,unknown,8
UCM,train,UCM_110.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_110.jpg,An airplane is surrounded with some cars in the airport .,airport,11
NWPU,train,NWPU_30974.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30974.jpg,There is an airplane parked next to the terminal .,airport,10
NWPU,train,NWPU_12050.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12050.jpg,There are many houses of different shapes and sizes in the industrial zone .,infrastructure,14
NWPU,train,NWPU_1715.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1715.jpg,Four basketball courts are surrounded by grass .,vegetation,8
NWPU,train,NWPU_23888.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23888.jpg,A lot of sea ice of different sizes and thickness gathers together .,water,13
NWPU,train,NWPU_7845.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_7845.jpg,The desert has dark gray soil and rocks and the desert terrain is rugged .,landscape,15
NWPU,train,NWPU_22580.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22580.jpg,"There are several moving vehicles on the road at the roundabout, With some trees and a large area of ​​wasteland around the roundabout .",transportation,24
UCM,train,UCM_1760.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1760.jpg,There are some mark lines and a number and a letter L on the straight runway .,airport,17
NWPU,train,NWPU_20343.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20343.jpg,Several buildings of different shapes and sizes are beside the railway station .,transportation,13
RSICD,train,RSICD_9679.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9679.jpg,the forest is on the left side of the road and the building is on the right .,vegetation,18
NWPU,train,NWPU_12286.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12286.jpg,There are some blue buildings and red buildings on the industrial area .,infrastructure,13
RSICD,train,RSICD_7632.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7632.jpg,many green plants are in two sides of a curved river .,vegetation,12
RSICD,train,RSICD_10408.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10408.jpg,many buildings and some green trees are around a playground .,vegetation,11
NWPU,train,NWPU_481.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_481.jpg,A complex airport with many runways and buildings is surrounded by a brown and green farmland .,vegetation,17
RSICD,train,RSICD_3907.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3907.jpg,many buildings are in an industrial area .,infrastructure,8
RSICD,train,RSICD_8091.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8091.jpg,many buildings with a parking lot and a playground are near many green trees .,vegetation,15
RSICD,train,RSICD_4049.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4049.jpg,many buildings are in an industrial area .,infrastructure,8
UCM,train,UCM_666.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_666.jpg,This is a dense residential area .,urban,7
RSICD,train,RSICD_27.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_27.jpg,"the simple, small airport with crowded planes stands in front of a large area of open space .",airport,18
RSICD,train,RSICD_2300.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2300.jpg,several tall buildings with parking lots are near a road in a commercial area .,transportation,15
RSICD,train,RSICD_4038.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4038.jpg,several buildings are in two sides of a river .,water,10
UCM,train,UCM_775.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_775.jpg,This is a dense forest with lots of dark green trees .,vegetation,12
UCM,train,UCM_360.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_360.jpg,The waves come over again and again to the sand beach and throw up white foam .,water,17
NWPU,train,NWPU_14241.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14241.jpg,The ground is uneven around the lake .,water,8
RSICD,train,RSICD_8480.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8480.jpg,a gray black building is surrounded by green trees .,vegetation,10
NWPU,train,NWPU_10598.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10598.jpg,The ground track field is surrounded by some trees and buildings and a wasteland is next to the ground track field .,vegetation,22
RSICD,train,RSICD_910.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_910.jpg,yellow beach is near a large piece of ocean .,water,10
UCM,train,UCM_643.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_643.jpg,This is a dense residential area .,urban,7
RSICD,train,RSICD_5292.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5292.jpg,many buildings are around a park with green trees and a pond .,vegetation,13
RSICD,train,RSICD_8995.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8995.jpg,the bottom of the center of the building is a green playground .,vegetation,13
NWPU,train,NWPU_8172.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8172.jpg,The desert has yellow sand and some barchan dunes .,landscape,10
NWPU,train,NWPU_28722.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28722.jpg,The bare and green terrace is next to some trees .,vegetation,11
NWPU,train,NWPU_11377.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11377.jpg,There are many brown buildings beside the harbor with many ships .,water,12
UCM,train,UCM_1273.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1273.jpg,A medium residential area with a road goes through this area .,urban,12
UCM,train,UCM_1832.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1832.jpg,A villa with lawn surrounded and a road beside is in the sparse residential area .,urban,16
NWPU,train,NWPU_13687.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13687.jpg,There are many islands of different shapes and sizes .,unknown,10
RSICD,train,RSICD_8762.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8762.jpg,some buildings and several green trees are around a square with some people .,vegetation,14
RSICD,train,RSICD_9235.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9235.jpg,many buildings and green trees are near two rows of storage tanks .,vegetation,13
UCM,train,UCM_1250.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1250.jpg,A medium residential area with a narrow road goes through this area .,urban,13
RSICD,train,RSICD_5936.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5936.jpg,a football field is near some green trees .,vegetation,9
RSICD,train,RSICD_8173.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8173.jpg,several buildings and some green trees are in a school .,vegetation,11
